Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Ralph Costa Teixeira,Brazil,7,7,7,7,7,7,42,1,Gold medal
V. Mithov,Bulgaria,7,7,7,7,7,7,42,1,Gold medal
Ravi Vakil,Canada,7,7,7,7,7,7,42,1,Gold medal
Frank Göring,German Democratic Republic,7,7,7,7,7,7,42,1,Gold medal
Gerd Kunert,German Democratic Republic,7,7,7,7,7,7,42,1,Gold medal
Jörg Eisfeld,Germany,7,7,7,7,7,7,42,1,Gold medal
Martin Härterich,Germany,7,7,7,7,7,7,42,1,Gold medal
Thorsten Kleinjung,Germany,7,7,7,7,7,7,42,1,Gold medal
Wolfgang Schwarz,Germany,7,7,7,7,7,7,42,1,Gold medal
Xiong Liu,People's Republic of China,7,7,7,7,7,7,42,1,Gold medal
Jun Teng,People's Republic of China,7,7,7,7,7,7,42,1,Gold medal
Mugurel Barcău,Romania,7,7,7,7,7,7,42,1,Gold medal
Nicuşor Dan,Romania,7,7,7,7,7,7,42,1,Gold medal
Andrei Moroianu,Romania,7,7,7,7,7,7,42,1,Gold medal
Liviu Suciu,Romania,7,7,7,7,7,7,42,1,Gold medal
Adrian Vasiu,Romania,7,7,7,7,7,7,42,1,Gold medal
Lev Borisov,Union of Soviet Socialist Republics,7,7,7,7,7,7,42,1,Gold medal
Sergei Ivanov,Union of Soviet Socialist Republics,7,7,7,7,7,7,42,1,Gold medal
Stanislav Smirnov,Union of Soviet Socialist Republics,7,7,7,7,7,7,42,1,Gold medal
Kevin Mark Buzzard,United Kingdom,7,7,7,7,7,7,42,1,Gold medal
Jordan S. Ellenberg,United States of America,7,7,7,7,7,7,42,1,Gold medal
Eric K. Wepsic,United States of America,7,7,7,7,7,7,42,1,Gold medal
Wolfgang Stöcher,Austria,7,7,7,7,7,6,41,23,Silver medal
Ivaylo Kortezov,Bulgaria,7,7,7,7,7,6,41,23,Silver medal
Eric Müller,Germany,7,7,7,7,7,6,41,23,Silver medal
Igor Puhov,Union of Soviet Socialist Republics,7,7,6,7,7,7,41,23,Silver medal
Andrew David Smith,United Kingdom,7,6,7,7,7,7,41,23,Silver medal
Terence Tao,Australia,7,7,7,7,7,5,40,28,Silver medal
Dragomir Peykov,Bulgaria,7,7,7,7,7,5,40,28,Silver medal
Uta Hövel,German Democratic Republic,7,7,7,7,7,5,40,28,Silver medal
András Benczúr,Hungary,7,7,7,7,5,7,40,28,Silver medal
Bogdan Andreiu,Romania,7,7,5,7,7,7,40,28,Silver medal
Jörg Jahnel,German Democratic Republic,7,7,7,7,7,4,39,33,Silver medal
Markus Lauer,Germany,7,7,7,7,7,4,39,33,Silver medal
Gábor Cynolter,Hungary,7,7,7,7,7,4,39,33,Silver medal
Pavol Gvozdjak,Czechoslovakia,7,7,7,7,7,3,38,36,Silver medal
David Harari,France,7,7,7,7,7,3,38,36,Silver medal
Robert Southworth,United States of America,7,7,6,7,7,4,38,36,Silver medal
Trần Trong Hùng,Vietnam,7,7,3,7,7,7,38,36,Silver medal
Vladan Majerech,Czechoslovakia,7,7,7,7,7,2,37,40,Silver medal
Gunter Döge,German Democratic Republic,7,7,7,7,7,2,37,40,Silver medal
Tamás Keleti,Hungary,7,7,7,7,7,2,37,40,Silver medal
Richárd Rimányi,Hungary,7,7,7,7,5,4,37,40,Silver medal
William Schneeberger,United States of America,7,7,1,7,7,7,36,44,Silver medal
Petr Čížek,Czechoslovakia,7,7,7,7,7,0,35,45,Silver medal
Julien Cassaigne,France,7,7,0,7,7,7,35,45,Silver medal
Tibor Beke,Hungary,7,7,7,7,7,0,35,45,Silver medal
Mats Persson,Sweden,7,7,7,7,7,0,35,45,Silver medal
Ilya Binder,Union of Soviet Socialist Republics,7,7,0,7,7,7,35,45,Silver medal
Rade Todorović,Yugoslavia,7,7,7,7,7,0,35,45,Silver medal
Zvezdelina Stankova,Bulgaria,7,7,6,7,7,0,34,51,Silver medal
Jean-Marc Daul,France,7,7,1,7,7,5,34,51,Silver medal
Qiang Lin,People's Republic of China,1,7,7,5,7,7,34,51,Silver medal
Zigang Pan,People's Republic of China,7,7,6,7,7,0,34,51,Silver medal
Kin Yan Chung,Australia,7,7,7,7,5,0,33,55,Silver medal
Helmuth Breitenfellner,Austria,7,7,2,7,7,3,33,55,Silver medal
Colin Springer,Canada,7,7,5,5,7,2,33,55,Silver medal
Konstantin Sturkas,Union of Soviet Socialist Republics,7,7,1,7,7,4,33,55,Silver medal
Ben Robinson,Australia,2,7,2,7,7,7,32,59,Silver medal
Robert Babilon,Czechoslovakia,7,3,7,7,1,7,32,59,Silver medal
Roel Janssen,Netherlands,7,5,6,7,7,0,32,59,Silver medal
Jonas Bygren,Sweden,3,7,7,7,7,1,32,59,Silver medal
George Edward Russell,United Kingdom,7,0,7,7,7,4,32,59,Silver medal
John Woo,United States of America,7,7,7,7,1,3,32,59,Silver medal
V. Lombart,Belgium,1,7,2,7,7,7,31,65,Bronze medal
Emanouil Atanassov,Bulgaria,3,7,1,7,6,7,31,65,Bronze medal
Ingo Warnke,German Democratic Republic,7,7,7,3,7,0,31,65,Bronze medal
Gareth John McCaughan,United Kingdom,7,3,7,6,5,3,31,65,Bronze medal
László Lipták,Hungary,7,7,0,5,7,4,30,69,Bronze medal
Matthew Cook,United States of America,7,7,7,1,7,1,30,69,Bronze medal
Nguyễn Văn Guang,Vietnam,7,7,0,7,7,2,30,69,Bronze medal
Roman Soták,Czechoslovakia,7,3,0,7,7,5,29,72,Bronze medal
Ioannis Ivrissimtzis,Greece,7,7,0,7,7,1,29,72,Bronze medal
Xia Gao,People's Republic of China,7,7,0,7,7,1,29,72,Bronze medal
R. Hüsnü Tutuncu,Turkey,7,7,1,0,7,7,29,72,Bronze medal
Phan Phương Đạt,Vietnam,7,7,0,5,7,3,29,72,Bronze medal
Vlado Kešelj,Yugoslavia,7,7,7,1,7,0,29,72,Bronze medal
Reyer Gerlagh,Netherlands,1,7,7,6,7,0,28,78,Bronze medal
