Contestant,Country,P1,P2,P3,P4,P5,P6,Total,Rank,Award
Jan Nekovář,Czechoslovakia,6,7,7,6,7,7,40,1,Gold medal
Aleksandr Razborov,Union of Soviet Socialist Republics,6,7,7,6,7,7,40,1,Gold medal
Ilija Zaharevič,Union of Soviet Socialist Republics,6,7,7,6,7,7,40,1,Gold medal
Lê Bá Khánh Trình,Vietnam,6,7,7,6,7,7,40,1,Gold medal
Hartmut Maennel,Germany,6,7,7,5,7,7,39,5,Gold medal
Victor Nistor,Romania,6,7,7,5,7,7,39,5,Gold medal
Michael Larsen,United States of America,6,7,7,5,7,7,39,5,Gold medal
?,France,6,7,7,5,5,7,37,8,Gold medal
Igor Lisenok,Union of Soviet Socialist Republics,6,7,7,6,3,7,36,9,Silver medal
Mihail Rudkovski,Union of Soviet Socialist Republics,6,3,7,6,7,7,36,9,Silver medal
Holger Eng,Germany,6,7,7,6,2,7,35,11,Silver medal
*,Romania,6,7,2,6,7,7,35,11,Silver medal
Sergei Hlebutin,Union of Soviet Socialist Republics,6,7,7,6,2,7,35,11,Silver medal
Boban Veličković,Yugoslavia,6,7,4,4,7,7,35,11,Silver medal
Thomas Volker,Germany,6,7,7,6,1,7,34,15,Silver medal
Péter Hajnal,Hungary,0,7,7,6,7,7,34,15,Silver medal
Gábor Umann,Hungary,0,7,7,6,7,7,34,15,Silver medal
Andrei Ljahovec,Union of Soviet Socialist Republics,6,7,7,6,7,1,34,15,Silver medal
*,United Kingdom,0,7,7,6,7,7,34,15,Silver medal
*,United Kingdom,0,7,7,6,7,7,34,15,Silver medal
Bruce Smith,United States of America,0,7,7,6,7,7,34,15,Silver medal
Lutz Dietrich,German Democratic Republic,6,7,7,5,1,7,33,22,Silver medal
Hans-Dieter Foß,Germany,6,5,7,6,2,7,33,22,Silver medal
Freek Wiedijk,Netherlands,0,6,7,6,7,7,33,22,Silver medal
*,Romania,6,0,7,6,7,7,33,22,Silver medal
Livio Milea,Romania,6,3,7,6,4,7,33,22,Silver medal
*,Vietnam,6,3,7,6,7,4,33,22,Silver medal
?,Romania,6,7,7,6,2,4,32,28,Silver medal
*,United Kingdom,6,0,7,5,7,7,32,28,Silver medal
Mark Pleszkoch,United States of America,0,7,7,5,7,6,32,28,Silver medal
*,Vietnam,0,5,7,6,7,7,32,28,Silver medal
Thomas Gundermann,German Democratic Republic,6,2,5,4,7,7,31,32,Silver medal
Hans Ranke,Germany,6,7,7,1,2,7,30,33,Silver medal
*,United Kingdom,4,2,4,6,7,7,30,33,Silver medal
Reiner Zorn,Germany,0,7,7,6,2,7,29,35,Silver medal
Piotr Szafrański,Poland,0,7,7,6,2,7,29,35,Silver medal
Witold Szczechla,Poland,1,7,7,6,1,7,29,35,Silver medal
Johan Håstad,Sweden,6,3,5,6,2,7,29,35,Silver medal
Jan Söderkvist,Sweden,0,7,4,6,7,5,29,35,Silver medal
*,Vietnam,6,7,6,5,3,2,29,35,Silver medal
?,France,6,0,4,4,7,7,28,41,Bronze medal
?,Israel,0,5,4,5,7,7,28,41,Bronze medal
*,Romania,0,7,7,4,7,3,28,41,Bronze medal
Jarosław Wróblewski,Poland,0,7,0,6,7,7,27,44,Bronze medal
Aleksandr Degtiarev,Union of Soviet Socialist Republics,0,7,0,6,7,7,27,44,Bronze medal
Michael Finn,United States of America,0,4,3,6,7,7,27,44,Bronze medal
*,Yugoslavia,1,6,0,6,7,7,27,44,Bronze medal
Josef Tkadlec,Czechoslovakia,1,4,7,6,1,7,26,48,Bronze medal
Uwe Szyska,German Democratic Republic,0,7,0,5,7,7,26,48,Bronze medal
*,Yugoslavia,6,7,0,5,7,1,26,48,Bronze medal
Helmut Zeisel,Austria,0,4,7,6,1,7,25,51,Bronze medal
